review,polarity,division
product work fine manual informative like whathow change customer switch one service provider another internet,0.4583,positive
product worth buyingi get reasonable price,0.28,positive
product worthy price but night lite flash lite not work,0.3333,positive
promise site good quality nicely pack deliver time,0.755,positive
prompt delivery good product,0.91,positive
pros sound quality consider compact compact box also pretty small hence good carry even travel great feature lot additional apps feature pick command intial connectivity take lot trail even though internet fasttipsplace wooden table better bass delivery,0.2864,positive
prosawesome intelligent speakersound quality impressive interact command unbelievablyyou listen india radioonline fm channelseg radio mirchi etcunlimited songs saavan amazon prime music need subscription ithost service wait command alexacon doesnt battery not use wherever wantit plug power source operateits best indoor useit need subscription music stream servicessuggestion please add audible suno support itoverall really great product,0.695,positive
protect good bt charger miss amazon,0.25,positive
proud alexa,0.8,positive
punjabi language must add,0,neutral
purcahsed redmi tv tell get connect redmi tv but unable connect contact amazom customer care set unable help morever promise call back never happen,-0.3333,negative
purchase alexa dot june but back items not workingreally disappoint amzon alexa,-0.39,negative
purchase amazon alexa generation november since april whenever connect phone bluetooth play something phone sound come distortedand ask help amazon tell purchase new device since covid pandemic agree buy new device device deliver days also issue previous one call amazon help service register complaint tell pair another mobile bluetooth pair phone call amazon helpline play something work perfectly alright but play new pair mobile next day sound distortedi recommend not buy device,0.1584,positive
purchase amazon great indian festival sale,0.4,positive
purchase best price rs apply multiple offer,0.3667,positive
purchase birthday gift years old son since dont siblings though would fun experience talk give command alexa but dismay use play music also one song one month birthday alexa please play fly jat song things demonstrate alexa like jungle quiz panchtantra ki kahaniya alexa laugh beatbox fart etc but one month use lose interest power socket also not interest use bluetooth speaker configure control wipro smart bulb but days start use smart bulb regular bulb easier press physical switch compare check configuration connection everytime alexa bulb alexa bulb off voice command doesnt work keep idle since months will remain many monthsyears come bottomline alexa not useful advertise tend lose interest quickly,0.1691,positive
